# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-02-15 12:44:38 EST       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 15485500 TANANA R AT FAIRBANKS AK
# -----------------------------------------------------------------------------------
#
# Data provided for site 15485500
#            TS   parameter     statistic     Description
#          1085       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	1085_00060_00003	1085_00060_00003_cd
USGS	15485500	1986-04-05	5800	A
USGS	15485500	1986-04-06	5700	A
USGS	15485500	1986-04-07	5700	A
USGS	15485500	1986-04-08	5700	A
USGS	15485500	1986-04-09	5700	A
USGS	15485500	1986-04-10	5700	A
USGS	15485500	1986-04-11	5700	A
USGS	15485500	1986-04-12	5700	A
USGS	15485500	1986-04-13	5700	A
USGS	15485500	1986-04-14	5700	A
USGS	15485500	1986-04-15	5700	A
USGS	15485500	1986-04-16	5700	A
USGS	15485500	1986-04-17	5700	A
USGS	15485500	1986-04-18	5700	A
USGS	15485500	1986-04-19	5700	A
USGS	15485500	1986-04-20	5700	A
USGS	15485500	1986-04-21	5800	A
USGS	15485500	1986-04-22	6000	A
USGS	15485500	1986-04-23	6200	A
USGS	15485500	1986-04-24	6800	A
USGS	15485500	1986-04-25	7000	A
USGS	15485500	1986-04-26	7400	A
USGS	15485500	1986-04-27	8000	A
USGS	15485500	1986-04-28	8600	A
USGS	15485500	1986-04-29	9200	A
USGS	15485500	1986-04-30	10000	A
USGS	15485500	1986-05-01	12000	A
USGS	15485500	1986-05-02	14000	A
USGS	15485500	1986-05-03	17000	A
USGS	15485500	1986-05-04	20000	A
USGS	15485500	1986-05-05	26000	A
USGS	15485500	1986-05-06	28000	A
USGS	15485500	1986-05-07	27000	A
USGS	15485500	1986-05-08	26000	A
USGS	15485500	1986-05-09	32000	A
USGS	15485500	1986-05-10	26000	A
USGS	15485500	1986-05-11	21000	A
USGS	15485500	1986-05-12	18000	A
USGS	15485500	1986-05-13	16000	A
USGS	15485500	1986-05-14	14800	A
USGS	15485500	1986-05-15	15000	A
USGS	15485500	1986-05-16	15000	A
USGS	15485500	1986-05-17	15000	A
USGS	15485500	1986-05-18	15000	A
USGS	15485500	1986-05-19	15000	A
USGS	15485500	1986-05-20	15000	A
USGS	15485500	1986-05-21	16000	A
USGS	15485500	1986-05-22	16000	A
USGS	15485500	1986-05-23	17000	A
USGS	15485500	1986-05-24	18000	A
USGS	15485500	1986-05-25	19000	A
USGS	15485500	1986-05-26	20000	A
USGS	15485500	1986-05-27	21000	A
USGS	15485500	1986-05-28	20000	A
USGS	15485500	1986-05-29	19000	A
USGS	15485500	1986-05-30	18000	A
USGS	15485500	1986-05-31	19000	A
USGS	15485500	1986-06-01	22000	A
USGS	15485500	1986-06-02	27000	A
USGS	15485500	1986-06-03	31000	A
USGS	15485500	1986-06-04	28000	A
USGS	15485500	1986-06-05	25000	A
USGS	15485500	1986-06-06	25000	A
USGS	15485500	1986-06-07	28000	A
USGS	15485500	1986-06-08	30000	A
USGS	15485500	1986-06-09	31000	A
USGS	15485500	1986-06-10	30000	A
USGS	15485500	1986-06-11	28000	A
USGS	15485500	1986-06-12	26000	A
USGS	15485500	1986-06-13	26000	A
USGS	15485500	1986-06-14	27000	A
USGS	15485500	1986-06-15	27000	A
USGS	15485500	1986-06-16	28000	A
USGS	15485500	1986-06-17	29000	A
USGS	15485500	1986-06-18	29800	A
USGS	15485500	1986-06-19	30900	A
USGS	15485500	1986-06-20	34400	A
USGS	15485500	1986-06-21	38000	A
USGS	15485500	1986-06-22	36900	A
USGS	15485500	1986-06-23	38800	A
USGS	15485500	1986-06-24	47400	A
USGS	15485500	1986-06-25	55500	A
USGS	15485500	1986-06-26	54100	A
USGS	15485500	1986-06-27	42200	A
USGS	15485500	1986-06-28	35800	A
USGS	15485500	1986-06-29	34500	A
USGS	15485500	1986-06-30	34500	A
USGS	15485500	1986-07-01	36200	A
USGS	15485500	1986-07-02	38000	A
USGS	15485500	1986-07-03	42000	A
USGS	15485500	1986-07-04	45000	A
USGS	15485500	1986-07-05	50000	A
USGS	15485500	1986-07-06	54000	A
USGS	15485500	1986-07-07	60000	A
USGS	15485500	1986-07-08	66000	A
USGS	15485500	1986-07-09	69000	A
USGS	15485500	1986-07-10	65100	A
USGS	15485500	1986-07-11	62900	A
USGS	15485500	1986-07-12	66000	A
USGS	15485500	1986-07-13	63200	A
USGS	15485500	1986-07-14	63300	A
USGS	15485500	1986-07-15	61700	A
USGS	15485500	1986-07-16	58800	A
USGS	15485500	1986-07-17	56800	A
USGS	15485500	1986-07-18	54500	A
USGS	15485500	1986-07-19	58300	A
USGS	15485500	1986-07-20	63700	A
USGS	15485500	1986-07-21	75600	A
USGS	15485500	1986-07-22	92400	A
USGS	15485500	1986-07-23	88800	A
USGS	15485500	1986-07-24	80000	A
USGS	15485500	1986-07-25	75600	A
USGS	15485500	1986-07-26	71000	A
USGS	15485500	1986-07-27	67100	A
USGS	15485500	1986-07-28	64900	A
USGS	15485500	1986-07-29	59900	A
USGS	15485500	1986-07-30	55700	A
USGS	15485500	1986-07-31	53000	A
USGS	15485500	1986-08-01	50300	A
USGS	15485500	1986-08-02	47000	A
USGS	15485500	1986-08-03	44900	A
USGS	15485500	1986-08-04	44400	A
USGS	15485500	1986-08-05	44700	A
USGS	15485500	1986-08-06	43900	A
USGS	15485500	1986-08-07	41000	A
USGS	15485500	1986-08-08	38300	A
USGS	15485500	1986-08-09	37500	A
USGS	15485500	1986-08-10	38100	A
USGS	15485500	1986-08-11	38400	A
USGS	15485500	1986-08-12	38900	A
USGS	15485500	1986-08-13	39000	A
USGS	15485500	1986-08-14	37500	A
USGS	15485500	1986-08-15	34300	A
USGS	15485500	1986-08-16	32200	A
USGS	15485500	1986-08-17	30900	A
USGS	15485500	1986-08-18	29700	A
USGS	15485500	1986-08-19	28500	A
USGS	15485500	1986-08-20	27700	A
USGS	15485500	1986-08-21	28200	A
USGS	15485500	1986-08-22	33200	A
USGS	15485500	1986-08-23	52900	A
USGS	15485500	1986-08-24	56500	A
USGS	15485500	1986-08-25	42300	A
USGS	15485500	1986-08-26	35000	A
USGS	15485500	1986-08-27	32900	A
USGS	15485500	1986-08-28	32500	A
USGS	15485500	1986-08-29	32400	A
USGS	15485500	1986-08-30	31800	A
USGS	15485500	1986-08-31	30600	A
USGS	15485500	1986-09-01	29100	A
USGS	15485500	1986-09-02	28400	A
USGS	15485500	1986-09-03	28200	A
USGS	15485500	1986-09-04	27400	A
USGS	15485500	1986-09-05	26000	A
USGS	15485500	1986-09-06	24500	A
USGS	15485500	1986-09-07	23400	A
USGS	15485500	1986-09-08	22800	A
USGS	15485500	1986-09-09	22600	A
USGS	15485500	1986-09-10	22100	A
USGS	15485500	1986-09-11	22000	A
USGS	15485500	1986-09-12	21000	A
USGS	15485500	1986-09-13	20000	A
USGS	15485500	1986-09-14	18000	A
USGS	15485500	1986-09-15	18000	A
USGS	15485500	1986-09-16	20000	A
USGS	15485500	1986-09-17	21000	A
USGS	15485500	1986-09-18	23000	A
USGS	15485500	1986-09-19	22000	A
USGS	15485500	1986-09-20	20000	A
USGS	15485500	1986-09-21	22000	A
USGS	15485500	1986-09-22	26000	A
USGS	15485500	1986-09-23	25000	A
USGS	15485500	1986-09-24	22000	A
USGS	15485500	1986-09-25	20000	A
USGS	15485500	1986-09-26	19000	A
USGS	15485500	1986-09-27	18000	A
USGS	15485500	1986-09-28	18000	A
USGS	15485500	1986-09-29	17000	A
USGS	15485500	1986-09-30	17000	A
USGS	15485500	1986-10-01	17000	A
USGS	15485500	1986-10-02	16000	A
USGS	15485500	1986-10-03	16000	A
USGS	15485500	1986-10-04	16000	A
USGS	15485500	1986-10-05	15000	A
USGS	15485500	1986-10-06	15000	A
USGS	15485500	1986-10-07	15000	A
USGS	15485500	1986-10-08	14000	A
USGS	15485500	1986-10-09	14000	A
USGS	15485500	1986-10-10	14000	A
USGS	15485500	1986-10-11	14000	A
USGS	15485500	1986-10-12	15000	A
USGS	15485500	1986-10-13	16000	A
USGS	15485500	1986-10-14	19000	A
USGS	15485500	1986-10-15	20000	A
USGS	15485500	1986-10-16	19000	A
USGS	15485500	1986-10-17	18000	A
USGS	15485500	1986-10-18	17000	A
USGS	15485500	1986-10-19	16000	A
USGS	15485500	1986-10-20	16000	A
USGS	15485500	1986-10-21	15000	A
USGS	15485500	1986-10-22	15000	A
USGS	15485500	1986-10-23	14000	A
USGS	15485500	1986-10-24	14000	A
USGS	15485500	1986-10-25	13000	A
USGS	15485500	1986-10-26	13000	A
USGS	15485500	1986-10-27	12000	A
USGS	15485500	1986-10-28	12000	A
USGS	15485500	1986-10-29	12000	A
USGS	15485500	1986-10-30	11000	A
USGS	15485500	1986-10-31	11000	A
USGS	15485500	1986-11-01	11000	A
USGS	15485500	1986-11-02	10000	A
USGS	15485500	1986-11-03	10000	A
USGS	15485500	1986-11-04	9800	A
USGS	15485500	1986-11-05	9600	A
USGS	15485500	1986-11-06	9400	A
USGS	15485500	1986-11-07	9200	A
USGS	15485500	1986-11-08	9000	A
USGS	15485500	1986-11-09	8800	A
USGS	15485500	1986-11-10	8600	A
USGS	15485500	1986-11-11	8400	A
USGS	15485500	1986-11-12	8400	A
USGS	15485500	1986-11-13	8200	A
USGS	15485500	1986-11-14	8000	A
USGS	15485500	1986-11-15	8000	A
USGS	15485500	1986-11-16	7800	A
USGS	15485500	1986-11-17	7600	A
USGS	15485500	1986-11-18	7600	A
USGS	15485500	1986-11-19	7400	A
USGS	15485500	1986-11-20	7400	A
USGS	15485500	1986-11-21	7200	A
USGS	15485500	1986-11-22	7200	A
USGS	15485500	1986-11-23	7000	A
USGS	15485500	1986-11-24	7000	A
USGS	15485500	1986-11-25	7000	A
USGS	15485500	1986-11-26	6800	A
USGS	15485500	1986-11-27	6800	A
USGS	15485500	1986-11-28	6800	A
USGS	15485500	1986-11-29	6600	A
USGS	15485500	1986-11-30	6600	A
USGS	15485500	1986-12-01	6600	A
USGS	15485500	1986-12-02	6400	A
USGS	15485500	1986-12-03	6400	A
USGS	15485500	1986-12-04	6400	A
USGS	15485500	1986-12-05	6400	A
USGS	15485500	1986-12-06	6200	A
USGS	15485500	1986-12-07	6200	A
USGS	15485500	1986-12-08	6200	A
USGS	15485500	1986-12-09	6200	A
USGS	15485500	1986-12-10	6200	A
USGS	15485500	1986-12-11	6000	A
USGS	15485500	1986-12-12	6000	A
USGS	15485500	1986-12-13	6000	A
USGS	15485500	1986-12-14	6000	A
USGS	15485500	1986-12-15	6000	A
USGS	15485500	1986-12-16	6000	A
USGS	15485500	1986-12-17	6000	A
USGS	15485500	1986-12-18	5800	A
USGS	15485500	1986-12-19	5800	A
USGS	15485500	1986-12-20	5800	A
USGS	15485500	1986-12-21	5800	A
USGS	15485500	1986-12-22	5800	A
USGS	15485500	1986-12-23	5800	A
USGS	15485500	1986-12-24	5800	A
USGS	15485500	1986-12-25	5800	A
USGS	15485500	1986-12-26	5800	A
USGS	15485500	1986-12-27	5600	A
USGS	15485500	1986-12-28	5600	A
USGS	15485500	1986-12-29	5600	A
USGS	15485500	1986-12-30	5600	A
USGS	15485500	1986-12-31	5600	A
USGS	15485500	1987-01-01	5600	A
USGS	15485500	1987-01-02	5600	A
USGS	15485500	1987-01-03	5600	A
USGS	15485500	1987-01-04	5600	A
USGS	15485500	1987-01-05	5600	A
USGS	15485500	1987-01-06	5600	A
USGS	15485500	1987-01-07	5600	A
USGS	15485500	1987-01-08	5600	A
USGS	15485500	1987-01-09	5400	A
USGS	15485500	1987-01-10	5400	A
USGS	15485500	1987-01-11	5400	A
USGS	15485500	1987-01-12	5400	A
USGS	15485500	1987-01-13	5400	A
USGS	15485500	1987-01-14	5400	A
USGS	15485500	1987-01-15	5400	A
USGS	15485500	1987-01-16	5400	A
USGS	15485500	1987-01-17	5400	A
USGS	15485500	1987-01-18	5400	A
USGS	15485500	1987-01-19	5400	A
USGS	15485500	1987-01-20	5400	A
USGS	15485500	1987-01-21	5400	A
USGS	15485500	1987-01-22	5400	A
USGS	15485500	1987-01-23	5400	A
USGS	15485500	1987-01-24	5400	A
USGS	15485500	1987-01-25	5200	A
USGS	15485500	1987-01-26	5200	A
USGS	15485500	1987-01-27	5200	A
USGS	15485500	1987-01-28	5200	A
USGS	15485500	1987-01-29	5200	A
USGS	15485500	1987-01-30	5200	A
USGS	15485500	1987-01-31	5200	A
USGS	15485500	1987-02-01	5200	A
USGS	15485500	1987-02-02	5200	A
USGS	15485500	1987-02-03	5200	A
USGS	15485500	1987-02-04	5200	A
USGS	15485500	1987-02-05	5200	A
USGS	15485500	1987-02-06	5200	A
USGS	15485500	1987-02-07	5200	A
USGS	15485500	1987-02-08	5200	A
USGS	15485500	1987-02-09	5200	A
USGS	15485500	1987-02-10	5200	A
USGS	15485500	1987-02-11	5200	A
USGS	15485500	1987-02-12	5200	A
USGS	15485500	1987-02-13	5200	A
USGS	15485500	1987-02-14	5200	A
USGS	15485500	1987-02-15	5000	A
USGS	15485500	1987-02-16	5000	A
USGS	15485500	1987-02-17	5000	A
USGS	15485500	1987-02-18	5000	A
USGS	15485500	1987-02-19	5000	A
USGS	15485500	1987-02-20	5000	A
USGS	15485500	1987-02-21	5000	A
USGS	15485500	1987-02-22	5000	A
USGS	15485500	1987-02-23	5000	A
USGS	15485500	1987-02-24	5000	A
USGS	15485500	1987-02-25	5000	A
USGS	15485500	1987-02-26	5000	A
USGS	15485500	1987-02-27	5000	A
USGS	15485500	1987-02-28	5000	A
USGS	15485500	1987-03-01	5000	A
USGS	15485500	1987-03-02	5000	A
USGS	15485500	1987-03-03	5000	A
USGS	15485500	1987-03-04	5000	A
USGS	15485500	1987-03-05	5000	A
USGS	15485500	1987-03-06	5000	A
USGS	15485500	1987-03-07	5000	A
USGS	15485500	1987-03-08	5000	A
USGS	15485500	1987-03-09	5000	A
USGS	15485500	1987-03-10	5000	A
USGS	15485500	1987-03-11	5000	A
USGS	15485500	1987-03-12	5000	A
USGS	15485500	1987-03-13	5000	A
USGS	15485500	1987-03-14	4900	A
USGS	15485500	1987-03-15	4900	A
USGS	15485500	1987-03-16	4900	A
USGS	15485500	1987-03-17	4900	A
USGS	15485500	1987-03-18	4900	A
USGS	15485500	1987-03-19	4900	A
USGS	15485500	1987-03-20	4900	A
USGS	15485500	1987-03-21	4900	A
USGS	15485500	1987-03-22	4900	A
USGS	15485500	1987-03-23	4900	A
USGS	15485500	1987-03-24	4900	A
USGS	15485500	1987-03-25	4900	A
USGS	15485500	1987-03-26	4900	A
USGS	15485500	1987-03-27	4900	A
USGS	15485500	1987-03-28	4900	A
USGS	15485500	1987-03-29	4900	A
USGS	15485500	1987-03-30	4900	A
USGS	15485500	1987-03-31	4900	A
USGS	15485500	1987-04-01	4900	A
USGS	15485500	1987-04-02	4900	A
USGS	15485500	1987-04-03	4900	A
USGS	15485500	1987-04-04	4900	A
USGS	15485500	1987-04-05	4900	A
USGS	15485500	1987-04-06	4900	A
USGS	15485500	1987-04-07	4900	A
USGS	15485500	1987-04-08	4900	A
USGS	15485500	1987-04-09	4900	A
USGS	15485500	1987-04-10	4900	A
USGS	15485500	1987-04-11	5000	A
USGS	15485500	1987-04-12	5000	A
USGS	15485500	1987-04-13	5000	A
USGS	15485500	1987-04-14	5000	A
USGS	15485500	1987-04-15	5000	A
USGS	15485500	1987-04-16	5000	A
USGS	15485500	1987-04-17	5000	A
USGS	15485500	1987-04-18	5000	A
USGS	15485500	1987-04-19	5000	A
USGS	15485500	1987-04-20	5200	A
USGS	15485500	1987-04-21	5400	A
USGS	15485500	1987-04-22	5600	A
USGS	15485500	1987-04-23	6000	A
USGS	15485500	1987-04-24	6400	A
USGS	15485500	1987-04-25	6800	A
USGS	15485500	1987-04-26	7400	A
USGS	15485500	1987-04-27	8400	A
USGS	15485500	1987-04-28	9800	A
USGS	15485500	1987-04-29	11000	A
USGS	15485500	1987-04-30	13000	A
USGS	15485500	1987-05-01	14000	A
USGS	15485500	1987-05-02	15000	A
USGS	15485500	1987-05-03	16000	A
USGS	15485500	1987-05-04	15000	A
USGS	15485500	1987-05-05	15200	A
USGS	15485500	1987-05-06	14700	A
USGS	15485500	1987-05-07	14800	A
USGS	15485500	1987-05-08	15100	A
USGS	15485500	1987-05-09	15400	A
USGS	15485500	1987-05-10	15900	A
USGS	15485500	1987-05-11	15700	A
USGS	15485500	1987-05-12	15600	A
USGS	15485500	1987-05-13	15600	A
USGS	15485500	1987-05-14	15500	A
USGS	15485500	1987-05-15	15300	A
USGS	15485500	1987-05-16	15100	A
USGS	15485500	1987-05-17	14800	A
USGS	15485500	1987-05-18	14900	A
USGS	15485500	1987-05-19	14900	A
USGS	15485500	1987-05-20	15000	A
USGS	15485500	1987-05-21	15100	A
USGS	15485500	1987-05-22	15200	A
USGS	15485500	1987-05-23	16000	A
USGS	15485500	1987-05-24	16000	A
USGS	15485500	1987-05-25	16000	A
USGS	15485500	1987-05-26	15000	A
USGS	15485500	1987-05-27	14900	A
USGS	15485500	1987-05-28	14800	A
USGS	15485500	1987-05-29	14800	A
USGS	15485500	1987-05-30	15300	A
USGS	15485500	1987-05-31	15500	A
USGS	15485500	1987-06-01	16200	A
USGS	15485500	1987-06-02	19300	A
USGS	15485500	1987-06-03	21200	A
USGS	15485500	1987-06-04	22400	A
USGS	15485500	1987-06-05	31800	A
USGS	15485500	1987-06-06	31500	A
USGS	15485500	1987-06-07	28100	A
USGS	15485500	1987-06-08	25200	A
USGS	15485500	1987-06-09	23900	A
USGS	15485500	1987-06-10	23300	A
USGS	15485500	1987-06-11	22000	A
USGS	15485500	1987-06-12	22000	A
USGS	15485500	1987-06-13	22000	A
USGS	15485500	1987-06-14	22000	A
USGS	15485500	1987-06-15	23000	A
USGS	15485500	1987-06-16	26000	A
USGS	15485500	1987-06-17	28000	A
USGS	15485500	1987-06-18	30000	A
USGS	15485500	1987-06-19	29000	A
USGS	15485500	1987-06-20	27000	A
USGS	15485500	1987-06-21	26000	A
USGS	15485500	1987-06-22	25000	A
USGS	15485500	1987-06-23	27000	A
USGS	15485500	1987-06-24	29000	A
USGS	15485500	1987-06-25	30900	A
USGS	15485500	1987-06-26	32200	A
USGS	15485500	1987-06-27	32800	A
USGS	15485500	1987-06-28	30000	A
USGS	15485500	1987-06-29	28500	A
USGS	15485500	1987-06-30	28500	A
USGS	15485500	1987-07-01	31200	A
USGS	15485500	1987-07-02	36200	A
USGS	15485500	1987-07-03	38500	A
USGS	15485500	1987-07-04	39800	A
USGS	15485500	1987-07-05	42400	A
USGS	15485500	1987-07-06	44900	A
USGS	15485500	1987-07-07	46800	A
USGS	15485500	1987-07-08	45600	A
USGS	15485500	1987-07-09	43200	A
USGS	15485500	1987-07-10	42900	A
USGS	15485500	1987-07-11	47200	A
USGS	15485500	1987-07-12	51600	A
USGS	15485500	1987-07-13	53500	A
USGS	15485500	1987-07-14	57700	A
USGS	15485500	1987-07-15	69900	A
USGS	15485500	1987-07-16	85400	A
USGS	15485500	1987-07-17	77300	A
USGS	15485500	1987-07-18	71100	A
USGS	15485500	1987-07-19	69100	A
USGS	15485500	1987-07-20	69300	A
USGS	15485500	1987-07-21	69100	A
USGS	15485500	1987-07-22	71100	A
USGS	15485500	1987-07-23	68600	A
USGS	15485500	1987-07-24	65400	A
USGS	15485500	1987-07-25	65800	A
USGS	15485500	1987-07-26	73600	A
USGS	15485500	1987-07-27	69900	A
USGS	15485500	1987-07-28	62900	A
USGS	15485500	1987-07-29	59900	A
USGS	15485500	1987-07-30	59400	A
USGS	15485500	1987-07-31	59600	A
USGS	15485500	1987-08-01	62300	A
USGS	15485500	1987-08-02	62400	A
USGS	15485500	1987-08-03	60600	A
USGS	15485500	1987-08-04	58200	A
USGS	15485500	1987-08-05	56500	A
USGS	15485500	1987-08-06	56200	A
USGS	15485500	1987-08-07	56800	A
USGS	15485500	1987-08-08	56300	A
USGS	15485500	1987-08-09	54700	A
USGS	15485500	1987-08-10	52200	A
USGS	15485500	1987-08-11	49900	A
USGS	15485500	1987-08-12	47400	A
USGS	15485500	1987-08-13	46900	A
USGS	15485500	1987-08-14	48100	A
USGS	15485500	1987-08-15	49900	A
USGS	15485500	1987-08-16	52000	A
USGS	15485500	1987-08-17	50600	A
USGS	15485500	1987-08-18	48700	A
USGS	15485500	1987-08-19	47000	A
USGS	15485500	1987-08-20	44800	A
USGS	15485500	1987-08-21	43500	A
USGS	15485500	1987-08-22	41400	A
USGS	15485500	1987-08-23	38700	A
USGS	15485500	1987-08-24	37100	A
USGS	15485500	1987-08-25	36400	A
USGS	15485500	1987-08-26	35800	A
USGS	15485500	1987-08-27	35300	A
USGS	15485500	1987-08-28	34900	A
USGS	15485500	1987-08-29	34600	A
USGS	15485500	1987-08-30	34200	A
USGS	15485500	1987-08-31	33800	A
USGS	15485500	1987-09-01	31500	A
USGS	15485500	1987-09-02	29500	A
USGS	15485500	1987-09-03	28500	A
USGS	15485500	1987-09-04	28600	A
USGS	15485500	1987-09-05	31300	A
USGS	15485500	1987-09-06	35200	A
USGS	15485500	1987-09-07	34200	A
USGS	15485500	1987-09-08	33800	A
USGS	15485500	1987-09-09	41000	A
USGS	15485500	1987-09-10	40600	A
USGS	15485500	1987-09-11	33900	A
USGS	15485500	1987-09-12	29800	A
USGS	15485500	1987-09-13	27500	A
USGS	15485500	1987-09-14	25500	A
USGS	15485500	1987-09-15	23900	A
USGS	15485500	1987-09-16	22500	A
USGS	15485500	1987-09-17	21400	A
USGS	15485500	1987-09-18	20400	A
USGS	15485500	1987-09-19	19700	A
USGS	15485500	1987-09-20	19100	A
USGS	15485500	1987-09-21	18400	A
USGS	15485500	1987-09-22	17900	A
USGS	15485500	1987-09-23	17500	A
USGS	15485500	1987-09-24	17200	A
USGS	15485500	1987-09-25	17100	A
USGS	15485500	1987-09-26	16800	A
USGS	15485500	1987-09-27	16400	A
USGS	15485500	1987-09-28	16200	A
USGS	15485500	1987-09-29	15900	A
USGS	15485500	1987-09-30	15700	A
USGS	15485500	1987-10-01	15500	A
USGS	15485500	1987-10-02	15300	A
USGS	15485500	1987-10-03	15200	A
USGS	15485500	1987-10-04	15100	A
USGS	15485500	1987-10-05	15000	A
USGS	15485500	1987-10-06	14900	A
USGS	15485500	1987-10-07	14800	A
USGS	15485500	1987-10-08	14700	A
USGS	15485500	1987-10-09	14500	A
USGS	15485500	1987-10-10	14500	A
USGS	15485500	1987-10-11	14400	A
USGS	15485500	1987-10-12	14400	A
USGS	15485500	1987-10-13	14300	A
USGS	15485500	1987-10-14	14100	A
USGS	15485500	1987-10-15	14000	A
USGS	15485500	1987-10-16	13900	A
USGS	15485500	1987-10-17	13700	A
USGS	15485500	1987-10-18	13400	A
USGS	15485500	1987-10-19	13100	A
USGS	15485500	1987-10-20	13000	A
USGS	15485500	1987-10-21	12000	A
USGS	15485500	1987-10-22	12000	A
USGS	15485500	1987-10-23	12000	A
USGS	15485500	1987-10-24	12000	A
USGS	15485500	1987-10-25	11000	A
USGS	15485500	1987-10-26	11000	A
USGS	15485500	1987-10-27	11000	A
USGS	15485500	1987-10-28	11000	A
USGS	15485500	1987-10-29	10000	A
USGS	15485500	1987-10-30	10000	A
USGS	15485500	1987-10-31	10000	A
USGS	15485500	1987-11-01	9800	A
USGS	15485500	1987-11-02	9600	A
USGS	15485500	1987-11-03	9400	A
USGS	15485500	1987-11-04	9200	A
USGS	15485500	1987-11-05	9000	A
USGS	15485500	1987-11-06	8800	A
USGS	15485500	1987-11-07	8800	A
USGS	15485500	1987-11-08	8600	A
USGS	15485500	1987-11-09	8600	A
USGS	15485500	1987-11-10	8400	A
USGS	15485500	1987-11-11	8400	A
USGS	15485500	1987-11-12	8200	A
USGS	15485500	1987-11-13	8200	A
USGS	15485500	1987-11-14	8000	A
USGS	15485500	1987-11-15	8000	A
USGS	15485500	1987-11-16	7800	A
USGS	15485500	1987-11-17	7800	A
USGS	15485500	1987-11-18	7800	A
USGS	15485500	1987-11-19	7600	A
USGS	15485500	1987-11-20	7600	A
USGS	15485500	1987-11-21	7600	A
USGS	15485500	1987-11-22	7400	A
USGS	15485500	1987-11-23	7400	A
USGS	15485500	1987-11-24	7400	A
USGS	15485500	1987-11-25	7400	A
USGS	15485500	1987-11-26	7200	A
USGS	15485500	1987-11-27	7200	A
USGS	15485500	1987-11-28	7200	A
USGS	15485500	1987-11-29	7200	A
USGS	15485500	1987-11-30	7000	A
USGS	15485500	1987-12-01	7000	A
USGS	15485500	1987-12-02	7000	A
USGS	15485500	1987-12-03	7000	A
USGS	15485500	1987-12-04	7000	A
USGS	15485500	1987-12-05	7000	A
USGS	15485500	1987-12-06	6800	A
USGS	15485500	1987-12-07	6800	A
USGS	15485500	1987-12-08	6800	A
USGS	15485500	1987-12-09	6800	A
USGS	15485500	1987-12-10	6800	A
USGS	15485500	1987-12-11	6800	A
USGS	15485500	1987-12-12	6800	A
USGS	15485500	1987-12-13	6800	A
USGS	15485500	1987-12-14	6800	A
USGS	15485500	1987-12-15	6800	A
USGS	15485500	1987-12-16	6800	A
USGS	15485500	1987-12-17	6600	A
USGS	15485500	1987-12-18	6600	A
USGS	15485500	1987-12-19	6600	A
USGS	15485500	1987-12-20	6600	A
USGS	15485500	1987-12-21	6600	A
USGS	15485500	1987-12-22	6600	A
USGS	15485500	1987-12-23	6600	A
USGS	15485500	1987-12-24	6600	A
USGS	15485500	1987-12-25	6600	A
USGS	15485500	1987-12-26	6600	A
USGS	15485500	1987-12-27	6600	A
USGS	15485500	1987-12-28	6600	A
USGS	15485500	1987-12-29	6600	A
USGS	15485500	1987-12-30	6600	A
USGS	15485500	1987-12-31	6400	A
USGS	15485500	1988-01-01	6400	A
USGS	15485500	1988-01-02	6400	A
USGS	15485500	1988-01-03	6400	A
USGS	15485500	1988-01-04	6400	A
USGS	15485500	1988-01-05	6400	A
USGS	15485500	1988-01-06	6400	A
USGS	15485500	1988-01-07	6400	A
USGS	15485500	1988-01-08	6400	A
USGS	15485500	1988-01-09	6400	A
USGS	15485500	1988-01-10	6400	A
USGS	15485500	1988-01-11	6400	A
USGS	15485500	1988-01-12	6400	A
USGS	15485500	1988-01-13	6400	A
USGS	15485500	1988-01-14	6400	A
USGS	15485500	1988-01-15	6400	A
USGS	15485500	1988-01-16	6200	A
USGS	15485500	1988-01-17	6200	A
USGS	15485500	1988-01-18	6200	A
USGS	15485500	1988-01-19	6200	A
USGS	15485500	1988-01-20	6200	A
USGS	15485500	1988-01-21	6200	A
USGS	15485500	1988-01-22	6200	A
USGS	15485500	1988-01-23	6200	A
USGS	15485500	1988-01-24	6200	A
USGS	15485500	1988-01-25	6200	A
USGS	15485500	1988-01-26	6200	A
USGS	15485500	1988-01-27	6200	A
USGS	15485500	1988-01-28	6200	A
USGS	15485500	1988-01-29	6200	A
USGS	15485500	1988-01-30	6200	A
USGS	15485500	1988-01-31	6200	A
USGS	15485500	1988-02-01	6200	A
USGS	15485500	1988-02-02	6200	A
USGS	15485500	1988-02-03	6000	A
USGS	15485500	1988-02-04	6000	A
USGS	15485500	1988-02-05	6000	A
USGS	15485500	1988-02-06	6000	A
